Age (ka),Mass Flux (g/cm2kyr)
121.58,1.813984349
121.611,2.5436248
121.856,2.707912897
121.9,2.97187147
122.147,3.864676189
122.189,4.653562947
122.3,4.190612031
122.3,3.888977047
122.395,3.761471599
122.398,3.518137964
122.58,3.485034964
122.767,3.238518959
122.799,3.246433543
122.8,3.083469082
122.81,2.972786864
122.918,2.966792144
122.96,2.768582025
123,2.667896386
123.112,3.149706242
123.115,3.069335308
123.17,2.647036936
123.39,2.694082287
123.437,2.620705844
123.451,2.719822251
123.488,3.017168432
123.6,2.998693355
124.11,3.209042474
124.111,3.20645753
124.132,3.20061211
124.1798452,3.212481649
124.398,3.381223437
124.5,2.711189251
124.5,2.627074456
124.5,2.528976645
124.56,2.435009829
124.561,2.917500719
124.577,2.872528438
124.6,2.895186329
124.6,2.791238732
124.645,2.919642252
124.715,3.027034876
124.8,2.978945634
124.8,2.855631588
124.8,2.826522679
125.0396905,2.776045993
125.189,2.604219391
125.2,2.538086462
125.204,2.929058811
125.26,2.7995157
125.345,2.746043039
125.51,2.930501336
125.6,2.854226712
125.634,3.630443811
125.713,3.537628233
125.734,3.550280253
125.8995357,3.862302074
126.05,3.852759997
126.1,3.686058499
126.1,3.492178543
126.256,3.475481169
126.277,10.13026342
126.472,10.22438536
126.6,10.91821271
126.63,10.19549344
126.7,9.158538031
126.706,18.72749442
126.74,19.72979628
126.795,18.89283981
126.8,17.65754875
126.953,17.72322308
127.06,17.72065498
127.139,19.06329797
127.28,13.47759118
127.329,14.61985034
127.35,13.9701477
127.5,14.27296897
127.5,13.48596378
127.5,12.75110511
127.779,5.486922365
127.8,5.133972968
127.8333333,5.07284847
127.8333333,4.835155379
127.889,4.819399059
127.994,5.228638608
128.03,4.973992163
128.04,4.915728024
128.085,5.121468433
128.117,5.001454488
128.301,5.190639183
128.385,3.434068025
128.396,4.489869915
128.423,4.842264224
128.44,4.829712384
128.4790714,4.679099645
128.54,4.724773486
128.717,4.806383362
128.842,5.510060365
128.9,5.317813812
128.93,5.067378087
129,4.548426151
129.091,4.822424117
129.135,5.29834194
129.135,5.248019737
129.34,5.56297214
129.34,5.650131031
129.35,5.439769753
129.5,4.325130267
129.5,4.424304608
129.502,4.390676653
129.502,4.390676653
129.502,4.27383022
129.517,4.126707293
129.564,4.074074416
129.63,4.181908152
129.652,4.294152225
129.7,4.146473941
129.739,3.940967991
129.839,3.83374806
129.964,5.03124581
130.03,5.273301493
130.1229508,5.129445046
130.258,4.701422078
130.275,4.803309442
130.3,4.696639666
130.35,4.563479808
130.423,4.522633925
130.439,4.385180505
130.587,4.770706352
130.587,4.911936171
130.84,5.587720939
130.85,5.270027271
130.87,5.03991517
130.89,5.253267377
130.899,5.343963099
130.97,4.173857599
131.0928484,3.9953877
131.281,6.089212903
131.282,5.750711469
131.35,6.016276781
131.45,6.494766995
131.468,6.232740813
131.5,6.04712657
131.7108768,6.027539828
131.9328524,6.362459913
132.04,6.981976493
132.1659267,7.114892181
132.2,6.641611047
132.3435072,4.374937571
132.35,4.013626012
132.43,3.820422449
132.43,3.92844346
132.45,3.770264577
132.525,3.937852981
132.58,3.726785433
132.593,4.122113378
132.7,4.101767068
132.724,4.127576638
132.89,4.36266174
132.99,4.643650905
133.1,4.483974827
133.14,4.306522042
133.1991759,4.363102527
133.2,4.354411883
133.232,4.269642495
133.364,4.329884831
133.44,4.609450404
133.51,5.322010946
133.51,5.824508974
133.7221209,5.97909292
133.82,7.701324383
133.86,7.297166944
134.01,7.544420359
134.114,7.13096485
134.167,7.757846059
134.35,9.166943575
134.46,9.798590948
134.4757716,9.474348494
134.5,9.345990493
134.5,9.44881932
134.602,8.235660132
134.63,7.999962129
134.71,7.530221984
134.808,7.620138129
134.84,7.961955929
134.91,8.7893439
134.9225801,8.533960035
134.98,9.856699218
134.996,9.838433231
135.116,9.708143293
135.34,9.714105306
135.54,12.67397982
135.61,13.63033451
135.6768126,13.497796
135.82,14.89235443
135.878,12.08511355
135.88,12.34568032
136.19,11.8005152
136.21,12.36281012
136.371,12.34065635
136.53,13.46882171
136.749,10.38524235
136.755,9.446702353
136.76,8.636200178
136.81,7.990701845
136.94,8.03083294
136.96,9.407694931
137,8.702691434
137.053,8.596053719
137.06,8.500905053
137.1843503,8.093417275
137.37,7.58226583
137.39,8.237821092
137.641,6.507579486
137.65,7.072795213
137.97,7.373096624
138.101,7.287065317
138.21,10.29732415
138.415,7.885934865
138.493,6.806816179
138.496,6.380076192
138.523,5.784852977
138.62,6.156673696
138.88,5.548428083
138.91,5.151660877
138.95,5.290558409
139.32,5.012596929
139.4,5.140372602
139.45,7.329767362
139.5,8.065074921
139.6251256,8.070269698
139.705,11.95054077
139.939,13.04823687
140,15.37396851
140.07,15.57550698
140.149,14.5013126
140.164,13.87204573
140.29,13.29121464
140.5,12.35438754
140.51,13.84541752
140.8,10.66057082
141.01,8.746278358
141.0608758,8.026709206
141.09,7.034241519
141.14,8.499427058
141.1666667,9.11210359
141.381,8.628246438
141.68,7.297628978
142.32,7.177434712
142.824,9.468970735
143.11,6.782670306
143.22,7.178939246
143.5,5.332947995
143.71,4.345893739
143.848,4.204886835
143.929,3.976703104
144.1,3.597255305
144.267,3.675396493
144.59,4.112497605
145.1,5.015145783
145.21,4.138763676
145.39,5.921599704
145.72,10.26568528
145.82,9.992702201
146.17,11.5560706
146.91,0.673698246
147.31,0.978257603
147.508,10.08694811
147.6623529,8.069509683
147.7,6.716850647
147.8333333,8.073224409
147.8333333,18.95571671
148.153,19.16649687
148.585,20.9156664
148.7,25.93167687
149.41,1.873258412
149.5,2.739494496
149.5,2.175546854
