Age (ka),Mass Flux (g/cm2kyr)
12.6734,2.558619723
12.675,2.558012771
12.69,2.526078444
12.69702352,2.517507412
12.69815838,2.512827312
12.6988,2.512827312
12.7028,2.518132635
12.7245,2.474595135
12.73,2.47645052
12.734,2.470490056
12.74697158,2.493725078
12.74697158,2.518639992
12.748,2.522732398
12.76,2.536225984
12.76696833,2.531911983
12.77,2.534360372
12.778,2.549705875
12.7786,2.541759424
12.779,2.560667142
12.77965024,2.56072619
12.8,2.57993496
12.807,2.582723939
12.8195,2.596166741
12.822,2.592137719
12.8317,2.610211221
12.8358,2.596581503
12.8362,2.585904159
12.84335726,2.565146042
12.85042553,2.57098235
12.854,2.570458094
12.856,2.576086086
12.86363636,2.566853802
12.867,2.559412189
12.87,2.550074759
12.873,2.540600551
12.9033,2.561146978
12.91,2.545440464
12.9182,2.528922578
12.919,2.525526987
12.92,2.528699141
12.92700753,2.521481141
12.93,2.517584548
12.93666667,2.510284291
12.938,2.511453574
12.959,2.547529146
12.9606,2.563306906
12.9637,2.552843648
12.97,2.567972723
13.004,2.558595726
13.0127,2.544947611
13.01871449,2.53451054
13.023,2.540044949
13.0237,2.537439808
13.0364,2.51516626
13.0365,2.518438713
13.086,2.553008992
13.0895,2.575078718
13.094,2.578360337
13.107,2.58139706
13.10873899,2.614200659
13.11,2.62642163
13.114,2.618172257
13.117,2.620482861
13.11924857,2.622002046
13.12412993,2.610817539
13.13,2.593205719
13.138,2.595312845
13.1984,2.596564134
13.19875,2.600354415
13.2,2.591428122
13.201,2.625229026
13.2059,2.631865308
13.2184,2.658500633
13.22,2.616428717
13.22935222,2.598034763
13.2477,2.634151985
13.26,2.628686798
13.2897,2.65797882
13.305,2.661703275
13.319,2.659674433
13.338,2.738431359
13.346,2.738713472
13.3473,2.760047825
13.34973681,2.749585309
13.35,2.76476267
13.36,2.76479734
13.3875,2.692767101
13.396,2.687841355
13.399,2.69296007
13.41,2.687789063
13.432,2.765828618
13.4332,2.734818301
13.44395604,2.729324835
13.444,2.728385143
13.47050641,2.747865664
13.4763,2.77159304
13.48,2.80466915
13.48,2.824788922
13.4810796,2.812703775
13.4821,2.817512876
13.4875,2.819339129
13.4984,2.876773843
13.524,2.949867998
13.528,2.94692514
13.536,2.944234846
13.541,2.948099578
13.541,2.951567076
13.5415,2.937243568
13.54854545,2.938309419
13.56,2.958861585
13.58135961,2.96728856
13.5922,2.970329278
13.595,2.966711792
13.6,2.972574831
13.6001,2.99505376
13.6001,3.043959419
13.6052,3.066096538
13.61,3.071455972
13.61,3.072471437
13.62402064,3.096956118
13.625,3.07857722
13.636,3.087368869
13.64,3.057368869
13.64,3.04175483
13.6457,3.045314917
13.646,3.04264702
13.65,3.041755327
13.6519,3.051543977
13.6679,3.030049624
13.697,2.986646706
13.697,2.975235243
13.6993,3.006061585
13.72509091,2.998067709
13.72727273,2.981766615
13.7341,3.014931974
13.7458,2.999935594
13.7468,3.006053517
13.748,2.9377941
13.75,2.935351289
13.7543,2.917193868
13.763,2.933631512
13.7791597,2.90548619
13.7825,2.889715029
13.7854,2.894540607
13.789,2.890164385
13.7942,2.900969007
13.7958,2.930430104
13.8,2.950351363
13.81,2.938590857
13.83227382,2.964483634
13.83227382,3.001027964
13.8417,3.053733383
13.86,3.063051631
13.863,3.084612895
13.8892,3.169293935
13.90163636,3.170804514
13.90163636,3.172902073
13.91,3.167214501
13.917,3.167529964
13.9342,3.194307859
13.9366,3.212129483
13.94,3.228082407
13.94705324,3.210570018
13.96,3.206602749
13.9636,3.188194089
13.97,3.340929614
13.9785,3.341212595
13.9841,3.366306531
13.9888,3.388393479
14,3.369964024
14,3.381592984
14.001,3.382405529
14.001,3.38367192
14.0267,3.451535891
14.03,3.43570363
14.0315,3.472947295
14.0425,3.58490825
14.048,3.585496998
14.0712,3.565277657
14.07818182,3.575490918
14.079,3.655644721
14.1,3.63431188
14.103,3.615291462
14.1265,3.729924685
14.14177215,3.738405239
14.15,3.716822002
14.1595,3.74372426
14.16,3.76402406
14.1603,3.741823164
14.16645455,3.808310484
14.1717,3.806299519
14.178,3.791346663
14.18618182,3.7720204
14.1904,3.78927694
14.1914,3.763942905
14.19404124,3.805204962
14.199,3.829954724
14.2044935,3.79594589
14.21489362,3.778415766
14.2164,3.76626313
14.2188,3.729344086
14.239,3.759085216
14.2393,3.777146873
14.2773,3.756331518
14.28299946,3.73506287
14.3,3.747906885
14.305,3.755945511
14.33,3.773768738
14.343,3.814970291
14.343,3.912196695
14.3541,3.943763197
14.36375498,3.931568963
14.3638,4.010339781
14.3891,4.011640991
14.4,4.01258769
14.4,4.00664132
14.4112,4.090418818
14.4145,4.118274213
14.4175,4.111009289
14.435,4.183829162
14.4399,4.258930614
14.44678443,4.271474845
14.4587,4.341885608
14.46153846,4.317993386
14.4633,4.329767836
14.4767,4.283734464
14.49794989,4.306013773
14.5,4.225914095
14.5,4.193624299
14.5125,4.177669092
14.5162413,4.155998729
14.5232,4.157506951
14.53211076,4.159926856
14.54,4.162025159
14.54,4.136471119
14.54,4.12754694
14.55,4.159187776
14.55580865,4.175395508
14.57,4.165002969
14.57564202,4.141143263
14.58,4.12392233
14.58,4.13093807
14.59,4.129750517
14.59090909,4.105865559
14.593,4.088833286
14.61566667,4.066677929
14.618,4.060176497
14.61975543,4.036999976
14.6262,4.118797758
14.627,4.138806831
14.64623983,4.211210829
14.6606,4.210067949
14.67,4.217353076
14.68,4.194574251
14.696,4.232200002
14.7,4.258839607
14.702,4.234349196
14.70973842,4.209350945
14.71,4.189592276
14.71,4.191939211
14.715,4.186274436
14.72,4.164497728
14.73669236,4.206217146
14.7375,4.179305545
14.7385566,4.16765169
14.74,4.156447395
14.7434,4.216337952
14.772,4.302877293
14.77743899,4.289542092
14.778,4.265579175
14.7907,4.355060548
14.7909,4.414182272
14.7935,4.404466753
14.794,4.388525651
14.8,4.364177112
14.80207815,4.33821023
14.818,4.327754355
14.8189,4.316864053
14.8371,4.257443494
14.8373,4.365440284
14.8384,4.430977923
14.8431,4.483431308
14.8738,4.470671307
14.8858,4.520898928
14.887,4.581137033
14.88833333,4.585016162
14.88833333,4.586794193
14.8967915,4.558771095
14.8999,4.565900223
14.90863815,4.572604624
14.91,4.574410362
14.9333,4.587385807
14.938,4.615262894
14.95,4.687407348
14.9506,4.659431985
14.958,4.645056753
14.96,4.614229685
14.9783,4.49700195
14.9783,4.47247317
14.98,4.481761858
14.989,4.444830468
14.99389374,4.418982724
14.99389374,4.393652447
14.99539725,4.400427787
14.9971,4.37777527
15.0001,4.367552825
15.02492784,4.385781816
15.02492784,4.384914097
15.027,4.354059718
15.0282,4.348350406
15.03,4.359184926
15.04334502,4.233126156
15.0445,4.210815511
15.0636,4.218602011
15.07,4.22036404
15.08398903,4.177207545
15.09,4.153404548
15.11351962,4.210373164
15.1231,4.20437959
15.13075,4.134276492
15.14305021,4.171040588
15.161,4.180447154
15.17103647,4.111211364
15.186,4.122946223
15.186,4.142163927
15.188,4.15213216
15.1922,4.15477694
15.194,4.15416134
15.19531781,4.093184394
15.19531781,4.069997998
15.2,4.054158362
15.20211139,4.098392581
15.218,4.152366888
15.229,4.183145006
15.23164198,4.241251083
15.234,4.235052698
15.2508,4.341395131
15.26,4.346940352
15.26117257,4.446734598
15.263,4.431830866
15.2655,4.425602525
15.28,4.424383699
15.29070316,4.632564146
15.2952381,4.606795375
15.29966192,4.580405738
15.31,4.579302086
15.3175,4.559859397
15.32023375,4.710054658
15.34,4.684593665
15.344,4.496757528
15.34976434,4.657052945
15.35,4.65432722
15.3519,4.632233356
15.36711799,4.560855459
15.37,4.534370561
15.3905,4.548487378
15.4,4.578102603
15.40643941,4.552267118
15.40643941,4.526887739
15.43343479,4.436382636
15.434,4.413145523
15.43425,4.403329066
15.44,4.239715248
15.45,4.248452099
15.48,4.18819312
15.4806,4.212157989
15.49,4.20473958
15.491,4.188399271
15.51,4.237911652
15.5124,4.253241362
15.51565711,4.244582208
15.5297,4.259171826
15.55,4.336967256
15.579,4.35970331
15.59,4.403901837
15.5967,4.440263523
15.60945627,4.610609568
15.6145,4.753730311
15.6265,4.72542878
15.62732006,4.688649865
15.62732006,4.659557624
15.6321,4.715827511
15.64,4.703481658
15.643,4.708140703
15.66,4.695305652
15.666,4.703633664
15.67633411,4.706382769
15.68,4.726195438
15.68,4.723112509
15.6848,4.703823865
15.6955,4.673419692
15.70425,4.668292611
15.7091,4.644667885
15.715,4.776207343
15.7272,4.846784619
15.731,4.827584181
15.74,4.851471379
15.74143146,4.821300133
15.7444,4.747940274
15.7541,4.750138842
15.7625,4.950695099
15.7675,4.923307067
15.775,4.917582462
15.7815,4.933709259
15.8,4.895867764
15.8005,5.174775003
15.82703227,5.240511016
15.83040034,5.221393123
15.8385,5.231253654
15.8385,5.52468218
15.8424,5.568446696
15.85,5.487226741
15.85,5.480301346
15.85799269,5.445205353
15.85799269,5.41071393
15.89,5.32182982
15.92,5.369889691
15.92375,5.353555558
15.93,5.34524653
15.931,5.317611421
15.94,5.291510656
15.9406,5.288054038
15.944,5.271888154
15.9525,5.247448876
15.96469797,5.350656462
15.972,5.332054643
15.9738,5.443972416
15.97700324,5.40909308
15.9782,5.481623277
15.979,5.536758198
15.979,5.526196142
15.98,5.516023985
15.991,5.662863657
16.0011,5.788797379
16.004,5.780581106
16.0286,5.824805591
16.0295,5.892982392
16.03,5.885252085
16.0545,5.983521484
16.07,5.97189935
16.0894306,5.948097784
16.09,5.950106066
16.09,5.966007734
16.0984607,5.926023271
16.0984607,5.886599003
16.1,5.866103976
16.10679465,5.847330269
16.116,5.802820491
16.13,5.788933975
16.1327,5.82831741
16.1343,5.794822826
16.15875,5.771422042
16.17,5.748303269
16.18,5.739819272
16.1845,5.705869029
16.201,5.852618102
16.2117907,5.805952001
16.2189,5.807310833
16.2204,5.881850366
16.22236069,5.842439732
16.241,5.799187872
16.2413,5.767753448
16.253,5.647203799
16.26956502,5.582133102
16.273,5.550931304
16.2805,5.549778415
16.293,5.332134678
16.3,5.531592379
16.31818182,5.560495877
16.34,5.423166164
16.342,5.408070516
16.3475,5.413228382
16.34869689,5.376157408
16.35,5.176630737
16.392,5.278252071
16.4027,5.273368178
16.4056,5.248038433
16.418,5.299178919
16.4195,5.272093529
16.422,5.244108334
16.4269,5.285869421
16.43,5.257905597
16.43,5.232680552
16.444,5.31835458
16.4445814,5.309095648
16.4445814,5.300765874
16.45827415,5.319506357
16.4669,5.409929557
16.47,5.37265012
16.47746095,5.337004058
16.5,5.351844406
16.509,5.334058421
16.514,5.339282559
16.52765957,5.342404408
16.5326,5.323146345
16.55,5.383324693
16.57300282,5.363510321
16.5773,5.394760764
16.58,5.386500006
16.58,5.352318563
16.5802,5.354256869
16.5897,5.324454602
16.6,5.310342482
16.6,5.282098224
16.6,5.263921492
16.6,5.235847519
16.602,5.214430148
16.6086425,5.181938636
16.61422724,4.994368765
16.636,4.858207837
16.6615,4.885240858
16.67737209,4.92662273
16.68,4.908652771
16.7058,4.97352092
16.7135,5.072337937
16.7255,4.960040801
16.74222909,4.967227747
16.77,4.791666074
16.774,4.779373766
16.792,4.814870071
16.7925,4.801571871
16.79741447,4.783792125
16.8,4.787293377
16.8,4.770172495
16.81,4.434267318
16.81,4.414449232
16.81325,4.415071314
16.8243,4.398893956
16.83,4.393194241
16.8391,3.904800471
16.851,3.85225623
16.882,3.929086613
16.9,3.938857235
16.90875,3.934540497
16.92,3.94534479
16.925,3.941908032
16.927,3.939990208
16.93,3.915889393
16.930047,3.906892222
16.930047,3.899335049
16.9365,3.892040552
16.9514,3.906950615
16.955,3.922842785
16.9601,3.984289867
16.9625,3.957922521
16.9955,3.497789647
17,3.496456481
17.002,3.483662781
17.005,3.464956971
17.01375,3.462328796
17.0239,3.436968337
17.02564103,3.418689196
17.0423,3.417618699
17.044,3.416471179
17.0503,3.401387662
17.0695,3.365981746
17.1,3.415764917
17.1,3.411938481
17.103,3.410601371
17.103,3.410106951
17.11025,3.408899172
17.12407745,3.429463719
17.1245,3.511891953
17.132,3.530137624
17.13902388,3.501008428
17.15,3.488047276
17.154,3.501810624
17.1564,3.4952767
17.17,3.501508415
17.175,3.491257899
17.1797,3.463708198
17.18,3.459640401
17.18,3.474785803
17.18181818,3.45329541
17.19,3.459846631
17.19,3.448608229
17.191,3.446843073
17.2,3.430361019
17.200125,3.429125973
17.2008,3.422489882
17.2067,3.497847254
17.208875,3.506326619
17.2199,3.52426412
17.22,3.525737651
17.22,3.52353864
17.23,3.458757265
17.25934884,3.473793647
17.269,3.475778173
17.269,3.477468382
17.269,3.479425367
17.269,3.481549871
17.279,3.49496186
17.286625,3.51423578
17.29,3.505572659
17.29,3.496763115
17.29,3.488227018
17.3,3.358288627
17.3,3.344357268
17.3,3.325240037
17.307,3.322473438
17.3216,3.340162829
17.328,3.328181554
17.335,3.329711444
17.33731938,3.332347875
17.34,3.302125653
17.344,3.294129921
17.372875,3.324600878
17.38,3.32245094
17.398,3.317274066
17.4014222,3.31097775
17.407,3.315984265
17.41890824,3.317508087
17.43,3.31950759
17.4332,3.334549519
17.44,3.322760904
17.4456535,3.296482107
17.46,3.287813464
17.4877,3.218387378
17.49,3.208131862
17.5,3.239291913
17.506,3.226127459
17.511,3.214680954
17.512,3.209331048
17.514,3.211928269
17.52,3.199034873
17.54,3.229895955
17.546,3.216706815
17.55175,3.166997183
17.5564,3.169720954
17.58,3.134863185
17.59,3.119644681
17.5925,3.105661183
17.595,3.109190554
17.59875,3.120365447
17.6,3.155416184
17.612,3.175645512
17.612,3.175162547
17.612,3.177830517
17.62164195,3.184505406
17.6443,3.187376349
17.650625,3.190272629
17.679,3.175338778
17.69,3.175108008
17.69,3.178247894
17.7,3.167450073
17.7,3.156386328
17.73,3.082589007
17.73,3.097948181
17.759,3.121627664
17.797,3.125019475
17.8,3.131609115
17.83,3.151571039
17.846,3.152260456
17.847,3.145866895
17.85,3.12653996
17.8553,3.109387993
17.87,3.096535707
17.877,3.099199685
17.881125,3.105961648
17.89,3.058144208
17.89080727,3.062709335
17.9,3.07847431
17.9118,3.094883529
17.912,3.10492564
17.9155,3.090606498
17.934,3.107681913
17.939,3.133261296
17.9525,3.107984513
17.9759,3.048195397
17.98,3.036621293
17.999,3.057235669
18.003,3.083505773
18.0098,3.112999653
18.01,3.102415656
18.015,3.096487817
18.0155,3.101224905
18.04545455,3.041110125
18.06363636,3.044806177
18.075,3.0139335
18.088,3.036808322
18.09934364,3.037115671
18.1,3.033495162
18.1023,3.092709332
18.1243,3.096176485
18.14482759,3.004492991
18.1455,3.007396842
18.1596,3.009081756
18.16,3.003506075
18.16,3.01331181
18.16382979,3.000585361
18.168875,3.003009908
18.1709,3.002058147
18.185,3.036687001
18.185,3.047975664
18.1855,3.03174207
18.1861,3.051358506
18.18861716,3.048585367
18.2,3.065184085
18.2014,3.063888328
18.20609351,3.047635917
18.21,2.96453756
18.211,2.969094723
18.22,2.917677667
18.248,2.891314505
18.27,2.838459544
18.283,2.819155636
18.285,2.837543655
18.2864,2.826671477
18.29,2.823252154
18.297,2.826542344
18.3,2.861652093
18.3,2.86663927
18.3,2.856801075
18.33236051,2.878417303
18.342875,2.88547892
18.349,2.869494272
18.35,2.846939658
18.352,2.856044949
18.4,2.871687039
18.4,2.891311481
18.4072,2.908507385
18.41,2.892124436
18.419,2.900846015
18.42330233,2.91002372
18.4333,2.854774367
18.44234353,2.870550227
18.4452,2.857269918
18.474,2.888984461
18.4772,2.940555806
18.485,2.945908246
18.5,2.938011042
18.5,2.989466994
18.5245,3.062647886
18.536,3.049134663
18.539125,3.051616361
18.543,3.053755551
18.555,3.054296427
18.56,3.036780292
18.57,3.021614593
18.57,3.010158606
18.61,3.036396101
18.6149,3.123869606
18.628,3.132113502
18.6548,3.139720852
18.66329943,3.139258197
18.68,3.131369191
18.693,3.131410589
18.7,3.15850304
18.7,3.138905923
18.701,3.145472687
18.7595,3.133088365
18.773,3.129268323
18.7844,3.148849407
18.799,3.124272941
18.8,3.133500504
18.8006,3.144002276
18.8159,3.185432903
18.83,3.186580224
18.8507,3.2286505
18.858,3.238677363
18.8665,3.219032774
18.8722,3.266528011
18.896,3.278647958
18.9,3.279235171
18.9024,3.349354277
18.9144,3.298136309
18.925,3.304646425
18.93,3.327795682
18.93227237,3.331445161
18.95,3.305941013
18.95,3.289249272
18.95,3.268970708
18.9589,3.2783545
18.96,3.24975347
18.96,3.245643624
18.96315789,3.224928092
18.9818,3.252687236
18.99,3.268958651
18.992,3.270898861
19,3.271780026
19.002,3.255133711
19.002,3.23873553
19.002,3.22273326
19.009375,3.213247969
19.01947893,3.183487039
19.059,3.340082892
19.0593,3.339865618
19.0755,3.40572439
19.11,3.30523075
19.117,3.331448098
19.12,3.316712467
19.1377,3.307939633
19.1385,3.28855622
19.15993465,3.294780013
19.1649,3.29497587
19.165,3.27520233
19.1829,3.287719158
19.1875,3.26697772
19.2,3.289638985
19.2,3.296520966
19.2083,3.341739599
19.2155,3.335208742
19.269,3.356870713
19.295,3.396876422
19.3017,3.385035871
19.3022,3.606285452
19.3294,3.570165766
19.34,3.572453916
19.359,3.614982231
19.36,3.583732424
19.3658,3.627307111
19.3838,3.710332232
19.38759693,3.709816888
19.39,3.689438867
19.4,3.660959935
19.4447,3.71521974
19.46216216,3.716842997
19.46577881,3.714957442
19.5,3.68838345
19.5,3.687362988
19.5,3.666523903
19.5,3.650316146
19.50060876,3.63942152
19.5316,3.65131075
19.5453,3.715841723
19.562,3.739362892
19.577,3.804713673
19.582,3.79773246
19.58725581,3.79945722
19.59,3.774918289
19.6,3.771774664
19.6,3.772127803
19.61525921,3.678385001
19.6243,3.640538089
19.6616,3.610781663
19.668,3.613097026
19.6955,3.62734217
19.6975,3.649124793
19.71,3.653905392
19.7155,3.627982856
19.72,3.603339942
19.72,3.579568439
19.739,3.602344424
19.7394,3.661357078
19.75,3.633448056
19.757,3.602735657
19.76315217,3.609353509
19.7884,3.660491632
19.794,3.682624745
19.8,3.684667751
19.8,3.678668112
19.81,3.637608844
19.82,3.60515417
19.8634,3.658581531
19.87273077,3.626949989
19.8802116,3.601518834
19.8802116,3.577015569
19.89110279,3.574314206
19.9,3.574027281
19.9089,3.484339564
19.9227,3.503337643
19.923,3.476406846
19.9382,3.433207008
19.973,3.579910153
19.98,3.54811341
19.99,3.534566999
20,3.535802317
20,3.530389914
20.01905341,3.610848981
20.0273,3.631292017
20.0316,4.056309438
20.0341,4.098389104
20.05,4.069754045
20.1,3.881004218
20.1,3.852720698
20.1,3.826789854
20.101,3.803098908
20.1122,3.851753012
20.1237,3.823587684
20.13,3.798339537
20.14700404,3.832801148
20.1643,3.822421896
20.24545455,3.935559658
20.256,3.90753842
20.2574,3.876583079
20.2656,3.87406465
20.2678,3.848505511
20.2747,4.164839294
20.2781,4.180302487
20.28297872,4.149290612
20.3,4.137001808
20.3034,3.944223065
20.36,4.046436719
20.38,3.975989682
20.38,3.950386789
20.39613153,3.856512275
20.4439,3.872411597
20.47002882,3.856034051
20.5179,3.88626817
20.5333,3.801733974
20.55922791,3.766314928
20.56,3.732336812
20.6,3.786430525
20.6,3.744535657
20.6098,3.772274452
20.6115,3.733886423
20.6235,3.751289985
20.63,3.780516174
20.63636364,3.744369935
20.64206897,3.719834
20.649,3.673720242
20.6654,3.793687718
20.71,3.823735474
20.713,3.780650624
20.7168,3.847441836
20.72,3.876977004
20.761,3.931837745
20.7757,3.955963331
20.841,3.928550411
20.8636,3.87785184
20.86508003,3.865682841
20.8895,3.952960781
20.9182,4.058789181
20.93,4.106455338
20.97,4.16071481
20.974,4.208728141
20.9761,4.170912604
21.0041,4.32617485
21.0245,4.366229742
21.0297,4.387015845
21.04,3.679451806
21.05,3.685917842
21.06842105,3.639026508
21.084,3.603959735
21.09,3.564218449
21.1,3.669550213
21.1074,3.735206685
21.11331181,3.733682076
21.1222,3.707284471
21.1457,3.766782119
21.148,3.715797792
21.16011538,3.672051463
21.1605,3.62284099
21.16666667,3.586183047
21.16666667,3.531610663
21.1844,3.579491359
21.2129,3.701532435
21.2406,3.665895972
21.241,3.63615368
21.2473,3.771754301
21.2733,3.902528893
21.3,3.520760344
21.33,3.472556027
21.3419,3.443852669
21.3595,3.466485351
21.37,3.434325541
21.4391,3.575693492
21.441,3.546821963
21.4904,3.875652792
21.5076,4.000908172
21.5221,3.969842268
21.53,3.919020294
21.5856,3.968361218
21.594,3.970467042
21.6,3.97648907
21.6076,3.937588433
21.613,3.943835894
21.6244,3.891840334
21.6286,3.924432991
21.7,3.969442483
21.7,3.975278334
21.70660094,3.981104735
21.71,3.963513607
21.73,3.981865977
21.73243243,3.943903874
21.7336,4.050837492
21.74803846,4.00226309
21.751,3.950469407
21.756,3.975018604
21.7709,3.929545179
21.7744,3.949476941
21.787,3.882800648
21.8023,3.897322899
21.8344,3.892154767
21.8538,3.926345187
21.9,3.956635352
21.914,3.914614389
21.914,3.878645713
21.914,3.835935475
21.9401,3.760504532
21.97,3.730091731
21.9767,3.813145934
22,3.800214114
22.0030303,3.774785075
22.0197,3.744377585
22.07,3.764787471
22.097,3.927951534
22.12459197,3.843824911
22.1271,3.821664301
22.14285714,3.779709288
22.16,3.802582624
22.17,3.998532528
22.1855,3.972173124
22.19,3.955156412
22.2198,3.881811757
22.2303,3.9264682
22.2414,3.969326375
22.25,3.79421121
22.2685,3.818899582
22.2929,3.858139678
22.3,3.861024534
22.3208,3.892051598
22.3261,3.860705078
22.3796,4.017220719
22.38699029,3.994202143
22.4,4.011081706
22.42765957,3.970020443
22.43522031,3.986683347
22.449,3.939813313
22.4822,3.906121515
22.4824,3.967705376
22.4844,3.973431342
22.5,3.64279011
22.5,3.609487717
22.52,3.482339179
22.5364,3.594324438
22.5446,3.680202978
22.5602,3.749305257
22.6,3.762244836
22.6,3.728831338
22.6002,3.824729962
22.604,3.89989456
22.62,3.911300739
22.641,3.862284497
22.6437,3.828983253
22.64938861,3.80863974
22.699,3.774059725
22.7061,3.885090632
22.707,3.853146526
22.7078,3.934170927
22.7684,4.064326443
22.78058777,3.993834518
22.8115,4.243730281
22.827,4.199773775
22.849,4.320792906
22.85,4.308094974
22.85,4.294589314
22.91178693,4.261896652
22.9245,4.522477091
22.9318,4.524130781
22.9818,4.520731233
22.9921,4.520731233
23,4.496296366
23,4.500331408
23.0149,4.87362001
23.0189,4.819870059
23.0189,4.911884557
23.0328299,4.899259828
23.04298609,4.86243777
23.047,4.810193669
23.0892,4.811362992
23.1,4.695028293
23.1059,4.74524854
23.1086,4.703680323
23.125,4.728300278
23.1306,4.772840615
23.165,4.831635825
23.17418525,4.846736364
23.2007,4.803325221
23.2087,4.969740575
23.21428571,4.91191613
23.2156,4.924258111
23.2159,4.971121403
23.2462,4.912824121
23.25,4.914236167
23.26,4.864406822
23.2637,5.134162682
23.33,5.250125882
23.34,5.19520807
23.3466,5.318213879
23.3598,5.349897648
23.378,5.30513953
23.4,5.307882838
23.4,5.253662938
23.44614028,5.310063356
23.45,5.403114712
23.4588,6.206998789
23.45894423,6.164663101
23.4687,6.164663101
23.4773,6.270264092
23.5,7.519185473
23.5125,7.56880637
23.5164,7.478284707
23.5818,7.712375726
23.5876,8.239334233
23.6,8.359500352
23.61,8.234938434
23.6275,8.240272825
23.6334,8.200273071
23.648,8.320002528
23.65,8.905781089
23.65,9.257703588
23.6635,9.288223171
23.6784,9.203682074
23.68,9.10948648
23.681,8.994804132
23.6929,8.977894106
23.69425287,8.87430656
23.69703757,8.85424686
23.7,8.938824379
23.71,8.879736528
23.7164,9.693009935
23.7164,9.919056273
23.7422,10.20695487
23.75,10.16562419
23.75,10.12085234
23.75718461,10.02899296
23.7851,10.05017991
23.7866,9.936616163
23.7956,9.833979331
23.8111,9.730456345
23.8314,9.707757
23.8442,9.665948074
23.845,9.600197807
23.8452,9.617922689
23.871,9.743980762
23.88,9.639468475
23.8816,9.609305697
23.887,9.493203686
23.89016409,9.438823677
23.9,9.385676966
23.915,9.377705365
23.9402,9.40345835
23.95,9.298385061
23.96518771,9.196475018
23.98,9.113962283
24,9.72297098
24.0238,9.699691422
24.034,9.659359728
24.0686,9.748670136
24.07,9.631374815
24.07117988,9.526652273
24.093,9.576867305
24.09697842,9.514078236
24.098,9.449250758
24.1,9.484020186
24.1111,9.854839909
24.176,10.15195001
24.182,10.09670238
24.1942,10.14462555
24.1991,10.21175713
24.2,10.10974512
24.2025,10.12652236
24.225,10.21966168
24.2486,10.20326458
24.2916272,10.19063224
24.3,10.11931941
24.33,10.01624272
24.3349,10.0146332
24.3418,10.08557322
24.3505,9.938598132
24.35366537,9.852977228
24.36,9.789784385
24.3743,9.908850841
24.4325,10.25610669
24.4543,10.23006144
24.47,9.579312063
24.49,9.431097889
24.4927,9.339515655
24.49844152,9.272844915
24.5,8.407532825
24.5,8.33157428
24.5,8.254569027
24.5077,8.239263537
24.52836879,8.218207295
24.5496,8.280775341
24.5586,8.381084679
24.5714,8.299066397
24.5906,7.669576598
24.6169,7.733580743
24.7,7.365436875
24.70525585,7.329797199
24.7248,6.409652263
24.7524,6.019936685
24.7564,6.146282476
24.76,6.115827423
24.7778,6.095907295
24.7824,6.077188425
24.8088,6.45496788
24.8394,6.494829056
24.8555,6.385953593
24.89990463,6.502387874
24.9,6.490259077
24.9,6.412389164
24.9217,6.415109569
24.92857143,6.331351992
24.96,6.324827744
24.96,6.26132469
24.967,6.284071124
25,5.741483876
25.0062,5.77003606
25.0365,5.762618538
25.071,5.854289308
25.0803,5.937343611
25.09908298,5.983272299
25.1,5.99354419
25.1,5.922223349
25.11511628,5.431085324
25.1522,5.377884358
25.189,5.250932381
25.2209,4.98198637
25.225,4.858645097
25.2338,4.891696278
25.24838652,4.852136584
25.2607,4.930799996
25.2702,4.905538855
25.27344439,4.891887527
25.28,4.832351056
25.287,4.799991274
25.2908,4.874905677
25.3,4.871951179
25.3155,4.88400274
25.3254,4.87706848
25.332,4.885627212
25.36082949,4.841902603
25.3762,4.55404258
25.39,4.531272988
25.4,4.530015074
25.4041,4.536972833
25.41,4.473861571
25.4112,4.434509904
25.4155,4.424158566
25.42,4.425188164
25.4226,4.425285545
25.43754925,4.247150041
25.4514,4.306962903
25.4538,4.299888194
25.46,4.317512573
25.4907,4.378931451
25.5036,4.48131275
25.5155,4.463239946
25.536,4.447047244
25.5445,4.429161667
25.57,4.070775129
25.57,4.034117209
25.5845,4.082929388
25.5864,4.051459573
25.6,4.038593118
25.6025,3.983690876
25.61191066,3.992317194
25.6176,4.019435537
25.6655,4.027110389
25.6775,4.022835385
25.703,4.116347693
25.7143,4.183779079
25.728,4.082040217
25.738,4.144986072
25.7553,4.150151126
25.78571429,3.983130683
25.78627208,3.992073312
25.8,4.000697021
25.828,3.775987997
25.8347,3.782927846
25.8732,3.855649112
25.892,3.830450632
25.9,3.850249097
25.9013,3.843732735
25.93063982,3.909586359
25.9317,3.913378289
25.9518,3.885726455
26.0007,4.073004486
26.0519,3.946452273
26.0675,3.900848004
26.1,3.854952056
26.1251,3.923596205
26.1544,3.985384973
26.17,3.947068307
26.17,3.908579274
26.17,3.871328345
26.19149425,3.890114475
26.2,3.876515069
26.22774249,3.93929062
26.2992,3.990978109
26.31,3.975193552
26.3173,3.917241791
26.32,3.881163467
26.3257,3.930821923
26.3757,4.024642138
26.38570619,4.04344954
26.4,4.032964401
26.4265,4.086655606
26.4356,4.134263045
26.5,4.080656998
26.5503,4.105123577
26.5818,4.253611766
26.6,4.280322186
26.63711141,4.351646414
26.64,4.319109784
26.6536,4.338296066
26.6667,4.287134339
26.6996,4.318884623
26.7106,4.298119749
26.73958843,4.021367318
26.78,3.92764381
26.82,3.952210036
26.84,3.952005563
26.854,3.89218604
26.8575,3.917433638
26.87372808,3.817536178
